2024-04-23-19-09-27
CompletionUsage(completion_tokens=82, prompt_tokens=372, total_tokens=454)
CompletionUsage(completion_tokens=91, prompt_tokens=452, total_tokens=543)
CompletionUsage(completion_tokens=74, prompt_tokens=457, total_tokens=531)
CompletionUsage(completion_tokens=75, prompt_tokens=436, total_tokens=511)
CompletionUsage(completion_tokens=89, prompt_tokens=442, total_tokens=531)
CompletionUsage(completion_tokens=81, prompt_tokens=398, total_tokens=479)
CompletionUsage(completion_tokens=46, prompt_tokens=734, total_tokens=780)
CompletionUsage(completion_tokens=80, prompt_tokens=446, total_tokens=526)
CompletionUsage(completion_tokens=109, prompt_tokens=445, total_tokens=554)
CompletionUsage(completion_tokens=74, prompt_tokens=453, total_tokens=527)
CompletionUsage(completion_tokens=90, prompt_tokens=458, total_tokens=548)
CompletionUsage(completion_tokens=96, prompt_tokens=437, total_tokens=533)
CompletionUsage(completion_tokens=98, prompt_tokens=443, total_tokens=541)
CompletionUsage(completion_tokens=310, prompt_tokens=399, total_tokens=709)
CompletionUsage(completion_tokens=5, prompt_tokens=735, total_tokens=740)
CompletionUsage(completion_tokens=134, prompt_tokens=493, total_tokens=627)
CompletionUsage(completion_tokens=129, prompt_tokens=443, total_tokens=572)
CompletionUsage(completion_tokens=101, prompt_tokens=467, total_tokens=568)
CompletionUsage(completion_tokens=159, prompt_tokens=448, total_tokens=607)
CompletionUsage(completion_tokens=80, prompt_tokens=479, total_tokens=559)
CompletionUsage(completion_tokens=101, prompt_tokens=446, total_tokens=547)
CompletionUsage(completion_tokens=143, prompt_tokens=424, total_tokens=567)
CompletionUsage(completion_tokens=325, prompt_tokens=414, total_tokens=739)
CompletionUsage(completion_tokens=101, prompt_tokens=771, total_tokens=872)
CompletionUsage(completion_tokens=82, prompt_tokens=484, total_tokens=566)
CompletionUsage(completion_tokens=71, prompt_tokens=434, total_tokens=505)
CompletionUsage(completion_tokens=52, prompt_tokens=458, total_tokens=510)
CompletionUsage(completion_tokens=76, prompt_tokens=439, total_tokens=515)
CompletionUsage(completion_tokens=69, prompt_tokens=470, total_tokens=539)
CompletionUsage(completion_tokens=69, prompt_tokens=437, total_tokens=506)
CompletionUsage(completion_tokens=55, prompt_tokens=415, total_tokens=470)
CompletionUsage(completion_tokens=79, prompt_tokens=405, total_tokens=484)
CompletionUsage(completion_tokens=74, prompt_tokens=762, total_tokens=836)
CompletionUsage(completion_tokens=96, prompt_tokens=485, total_tokens=581)
CompletionUsage(completion_tokens=105, prompt_tokens=435, total_tokens=540)
CompletionUsage(completion_tokens=101, prompt_tokens=459, total_tokens=560)
CompletionUsage(completion_tokens=131, prompt_tokens=440, total_tokens=571)
CompletionUsage(completion_tokens=105, prompt_tokens=471, total_tokens=576)
CompletionUsage(completion_tokens=106, prompt_tokens=438, total_tokens=544)
CompletionUsage(completion_tokens=100, prompt_tokens=416, total_tokens=516)
CompletionUsage(completion_tokens=291, prompt_tokens=406, total_tokens=697)
CompletionUsage(completion_tokens=5, prompt_tokens=763, total_tokens=768)
CompletionUsage(completion_tokens=64, prompt_tokens=477, total_tokens=541)
CompletionUsage(completion_tokens=123, prompt_tokens=503, total_tokens=626)
CompletionUsage(completion_tokens=83, prompt_tokens=507, total_tokens=590)
CompletionUsage(completion_tokens=118, prompt_tokens=487, total_tokens=605)
CompletionUsage(completion_tokens=120, prompt_tokens=517, total_tokens=637)
CompletionUsage(completion_tokens=136, prompt_tokens=460, total_tokens=596)
CompletionUsage(completion_tokens=92, prompt_tokens=487, total_tokens=579)
CompletionUsage(completion_tokens=195, prompt_tokens=466, total_tokens=661)
CompletionUsage(completion_tokens=291, prompt_tokens=444, total_tokens=735)
CompletionUsage(completion_tokens=111, prompt_tokens=860, total_tokens=971)
CompletionUsage(completion_tokens=48, prompt_tokens=468, total_tokens=516)
CompletionUsage(completion_tokens=64, prompt_tokens=494, total_tokens=558)
CompletionUsage(completion_tokens=92, prompt_tokens=498, total_tokens=590)
CompletionUsage(completion_tokens=60, prompt_tokens=478, total_tokens=538)
CompletionUsage(completion_tokens=98, prompt_tokens=508, total_tokens=606)
CompletionUsage(completion_tokens=78, prompt_tokens=451, total_tokens=529)
CompletionUsage(completion_tokens=60, prompt_tokens=478, total_tokens=538)
CompletionUsage(completion_tokens=49, prompt_tokens=457, total_tokens=506)
CompletionUsage(completion_tokens=66, prompt_tokens=435, total_tokens=501)
CompletionUsage(completion_tokens=5, prompt_tokens=851, total_tokens=856)
CompletionUsage(completion_tokens=5, prompt_tokens=469, total_tokens=474)
CompletionUsage(completion_tokens=73, prompt_tokens=495, total_tokens=568)
CompletionUsage(completion_tokens=93, prompt_tokens=499, total_tokens=592)
CompletionUsage(completion_tokens=5, prompt_tokens=479, total_tokens=484)
CompletionUsage(completion_tokens=5, prompt_tokens=509, total_tokens=514)
CompletionUsage(completion_tokens=153, prompt_tokens=452, total_tokens=605)
CompletionUsage(completion_tokens=5, prompt_tokens=479, total_tokens=484)
CompletionUsage(completion_tokens=5, prompt_tokens=458, total_tokens=463)
CompletionUsage(completion_tokens=295, prompt_tokens=436, total_tokens=731)
CompletionUsage(completion_tokens=5, prompt_tokens=852, total_tokens=857)
CompletionUsage(completion_tokens=86, prompt_tokens=401, total_tokens=487)
CompletionUsage(completion_tokens=113, prompt_tokens=430, total_tokens=543)
CompletionUsage(completion_tokens=84, prompt_tokens=422, total_tokens=506)
CompletionUsage(completion_tokens=72, prompt_tokens=386, total_tokens=458)
CompletionUsage(completion_tokens=90, prompt_tokens=393, total_tokens=483)
CompletionUsage(completion_tokens=82, prompt_tokens=420, total_tokens=502)
CompletionUsage(completion_tokens=136, prompt_tokens=401, total_tokens=537)
CompletionUsage(completion_tokens=125, prompt_tokens=392, total_tokens=517)
CompletionUsage(completion_tokens=252, prompt_tokens=370, total_tokens=622)
CompletionUsage(completion_tokens=126, prompt_tokens=719, total_tokens=845)
CompletionUsage(completion_tokens=64, prompt_tokens=392, total_tokens=456)
CompletionUsage(completion_tokens=74, prompt_tokens=421, total_tokens=495)
CompletionUsage(completion_tokens=49, prompt_tokens=413, total_tokens=462)
CompletionUsage(completion_tokens=54, prompt_tokens=377, total_tokens=431)
CompletionUsage(completion_tokens=63, prompt_tokens=384, total_tokens=447)
CompletionUsage(completion_tokens=71, prompt_tokens=411, total_tokens=482)
CompletionUsage(completion_tokens=73, prompt_tokens=392, total_tokens=465)
CompletionUsage(completion_tokens=70, prompt_tokens=383, total_tokens=453)
CompletionUsage(completion_tokens=290, prompt_tokens=361, total_tokens=651)
CompletionUsage(completion_tokens=67, prompt_tokens=710, total_tokens=777)
CompletionUsage(completion_tokens=91, prompt_tokens=393, total_tokens=484)
CompletionUsage(completion_tokens=105, prompt_tokens=422, total_tokens=527)
CompletionUsage(completion_tokens=95, prompt_tokens=414, total_tokens=509)
CompletionUsage(completion_tokens=64, prompt_tokens=378, total_tokens=442)
CompletionUsage(completion_tokens=97, prompt_tokens=385, total_tokens=482)
CompletionUsage(completion_tokens=93, prompt_tokens=412, total_tokens=505)
CompletionUsage(completion_tokens=97, prompt_tokens=393, total_tokens=490)
CompletionUsage(completion_tokens=129, prompt_tokens=384, total_tokens=513)
CompletionUsage(completion_tokens=237, prompt_tokens=362, total_tokens=599)
CompletionUsage(completion_tokens=5, prompt_tokens=711, total_tokens=716)
CompletionUsage(completion_tokens=81, prompt_tokens=339, total_tokens=420)
CompletionUsage(completion_tokens=72, prompt_tokens=322, total_tokens=394)
CompletionUsage(completion_tokens=122, prompt_tokens=383, total_tokens=505)
CompletionUsage(completion_tokens=112, prompt_tokens=353, total_tokens=465)
CompletionUsage(completion_tokens=111, prompt_tokens=331, total_tokens=442)
CompletionUsage(completion_tokens=156, prompt_tokens=313, total_tokens=469)
CompletionUsage(completion_tokens=124, prompt_tokens=516, total_tokens=640)
CompletionUsage(completion_tokens=65, prompt_tokens=330, total_tokens=395)
CompletionUsage(completion_tokens=76, prompt_tokens=313, total_tokens=389)
CompletionUsage(completion_tokens=91, prompt_tokens=374, total_tokens=465)
CompletionUsage(completion_tokens=70, prompt_tokens=344, total_tokens=414)
CompletionUsage(completion_tokens=79, prompt_tokens=322, total_tokens=401)
CompletionUsage(completion_tokens=187, prompt_tokens=304, total_tokens=491)
CompletionUsage(completion_tokens=48, prompt_tokens=507, total_tokens=555)
CompletionUsage(completion_tokens=118, prompt_tokens=331, total_tokens=449)
CompletionUsage(completion_tokens=110, prompt_tokens=314, total_tokens=424)
CompletionUsage(completion_tokens=148, prompt_tokens=375, total_tokens=523)
CompletionUsage(completion_tokens=110, prompt_tokens=345, total_tokens=455)
CompletionUsage(completion_tokens=81, prompt_tokens=323, total_tokens=404)
CompletionUsage(completion_tokens=212, prompt_tokens=305, total_tokens=517)
CompletionUsage(completion_tokens=5, prompt_tokens=508, total_tokens=513)
CompletionUsage(completion_tokens=69, prompt_tokens=424, total_tokens=493)
CompletionUsage(completion_tokens=96, prompt_tokens=428, total_tokens=524)
CompletionUsage(completion_tokens=56, prompt_tokens=441, total_tokens=497)
CompletionUsage(completion_tokens=71, prompt_tokens=476, total_tokens=547)
CompletionUsage(completion_tokens=82, prompt_tokens=451, total_tokens=533)
CompletionUsage(completion_tokens=94, prompt_tokens=518, total_tokens=612)
CompletionUsage(completion_tokens=114, prompt_tokens=448, total_tokens=562)
CompletionUsage(completion_tokens=94, prompt_tokens=413, total_tokens=507)
CompletionUsage(completion_tokens=273, prompt_tokens=396, total_tokens=669)
CompletionUsage(completion_tokens=102, prompt_tokens=891, total_tokens=993)
CompletionUsage(completion_tokens=73, prompt_tokens=415, total_tokens=488)
CompletionUsage(completion_tokens=100, prompt_tokens=419, total_tokens=519)
CompletionUsage(completion_tokens=102, prompt_tokens=432, total_tokens=534)
CompletionUsage(completion_tokens=70, prompt_tokens=467, total_tokens=537)
CompletionUsage(completion_tokens=67, prompt_tokens=442, total_tokens=509)
CompletionUsage(completion_tokens=60, prompt_tokens=509, total_tokens=569)
CompletionUsage(completion_tokens=95, prompt_tokens=439, total_tokens=534)
CompletionUsage(completion_tokens=79, prompt_tokens=404, total_tokens=483)
CompletionUsage(completion_tokens=70, prompt_tokens=387, total_tokens=457)
CompletionUsage(completion_tokens=110, prompt_tokens=882, total_tokens=992)
CompletionUsage(completion_tokens=87, prompt_tokens=416, total_tokens=503)
CompletionUsage(completion_tokens=5, prompt_tokens=420, total_tokens=425)
CompletionUsage(completion_tokens=77, prompt_tokens=433, total_tokens=510)
CompletionUsage(completion_tokens=83, prompt_tokens=468, total_tokens=551)
CompletionUsage(completion_tokens=105, prompt_tokens=443, total_tokens=548)
CompletionUsage(completion_tokens=147, prompt_tokens=510, total_tokens=657)
CompletionUsage(completion_tokens=144, prompt_tokens=440, total_tokens=584)
CompletionUsage(completion_tokens=95, prompt_tokens=405, total_tokens=500)
CompletionUsage(completion_tokens=250, prompt_tokens=388, total_tokens=638)
CompletionUsage(completion_tokens=5, prompt_tokens=883, total_tokens=888)
CompletionUsage(completion_tokens=89, prompt_tokens=479, total_tokens=568)
CompletionUsage(completion_tokens=83, prompt_tokens=500, total_tokens=583)
CompletionUsage(completion_tokens=82, prompt_tokens=457, total_tokens=539)
CompletionUsage(completion_tokens=117, prompt_tokens=504, total_tokens=621)
CompletionUsage(completion_tokens=103, prompt_tokens=478, total_tokens=581)
CompletionUsage(completion_tokens=114, prompt_tokens=473, total_tokens=587)
CompletionUsage(completion_tokens=126, prompt_tokens=479, total_tokens=605)
CompletionUsage(completion_tokens=160, prompt_tokens=445, total_tokens=605)
CompletionUsage(completion_tokens=115, prompt_tokens=756, total_tokens=871)
CompletionUsage(completion_tokens=69, prompt_tokens=470, total_tokens=539)
CompletionUsage(completion_tokens=73, prompt_tokens=491, total_tokens=564)
CompletionUsage(completion_tokens=84, prompt_tokens=448, total_tokens=532)
CompletionUsage(completion_tokens=73, prompt_tokens=495, total_tokens=568)
CompletionUsage(completion_tokens=60, prompt_tokens=469, total_tokens=529)
CompletionUsage(completion_tokens=56, prompt_tokens=464, total_tokens=520)
CompletionUsage(completion_tokens=75, prompt_tokens=470, total_tokens=545)
CompletionUsage(completion_tokens=75, prompt_tokens=436, total_tokens=511)
CompletionUsage(completion_tokens=76, prompt_tokens=747, total_tokens=823)
CompletionUsage(completion_tokens=5, prompt_tokens=471, total_tokens=476)
CompletionUsage(completion_tokens=5, prompt_tokens=492, total_tokens=497)
CompletionUsage(completion_tokens=5, prompt_tokens=449, total_tokens=454)
CompletionUsage(completion_tokens=76, prompt_tokens=496, total_tokens=572)
CompletionUsage(completion_tokens=5, prompt_tokens=470, total_tokens=475)
CompletionUsage(completion_tokens=5, prompt_tokens=465, total_tokens=470)
CompletionUsage(completion_tokens=71, prompt_tokens=471, total_tokens=542)
CompletionUsage(completion_tokens=307, prompt_tokens=437, total_tokens=744)
CompletionUsage(completion_tokens=5, prompt_tokens=748, total_tokens=753)
CompletionUsage(completion_tokens=76, prompt_tokens=276, total_tokens=352)
CompletionUsage(completion_tokens=94, prompt_tokens=281, total_tokens=375)
CompletionUsage(completion_tokens=63, prompt_tokens=265, total_tokens=328)
CompletionUsage(completion_tokens=58, prompt_tokens=262, total_tokens=320)
CompletionUsage(completion_tokens=72, prompt_tokens=264, total_tokens=336)
CompletionUsage(completion_tokens=131, prompt_tokens=248, total_tokens=379)
CompletionUsage(completion_tokens=111, prompt_tokens=396, total_tokens=507)
CompletionUsage(completion_tokens=80, prompt_tokens=267, total_tokens=347)
CompletionUsage(completion_tokens=59, prompt_tokens=272, total_tokens=331)
CompletionUsage(completion_tokens=93, prompt_tokens=256, total_tokens=349)
CompletionUsage(completion_tokens=89, prompt_tokens=253, total_tokens=342)
CompletionUsage(completion_tokens=64, prompt_tokens=255, total_tokens=319)
CompletionUsage(completion_tokens=127, prompt_tokens=239, total_tokens=366)
CompletionUsage(completion_tokens=5, prompt_tokens=387, total_tokens=392)
CompletionUsage(completion_tokens=89, prompt_tokens=268, total_tokens=357)
CompletionUsage(completion_tokens=5, prompt_tokens=273, total_tokens=278)
CompletionUsage(completion_tokens=72, prompt_tokens=257, total_tokens=329)
CompletionUsage(completion_tokens=81, prompt_tokens=254, total_tokens=335)
CompletionUsage(completion_tokens=69, prompt_tokens=256, total_tokens=325)
CompletionUsage(completion_tokens=179, prompt_tokens=240, total_tokens=419)
CompletionUsage(completion_tokens=5, prompt_tokens=388, total_tokens=393)
CompletionUsage(completion_tokens=90, prompt_tokens=475, total_tokens=565)
CompletionUsage(completion_tokens=155, prompt_tokens=508, total_tokens=663)
CompletionUsage(completion_tokens=139, prompt_tokens=492, total_tokens=631)
CompletionUsage(completion_tokens=127, prompt_tokens=445, total_tokens=572)
CompletionUsage(completion_tokens=76, prompt_tokens=480, total_tokens=556)
CompletionUsage(completion_tokens=80, prompt_tokens=492, total_tokens=572)
CompletionUsage(completion_tokens=93, prompt_tokens=491, total_tokens=584)
CompletionUsage(completion_tokens=100, prompt_tokens=482, total_tokens=582)
CompletionUsage(completion_tokens=104, prompt_tokens=471, total_tokens=575)
CompletionUsage(completion_tokens=136, prompt_tokens=445, total_tokens=581)
CompletionUsage(completion_tokens=412, prompt_tokens=426, total_tokens=838)
CompletionUsage(completion_tokens=118, prompt_tokens=1027, total_tokens=1145)
CompletionUsage(completion_tokens=93, prompt_tokens=466, total_tokens=559)
CompletionUsage(completion_tokens=89, prompt_tokens=499, total_tokens=588)
CompletionUsage(completion_tokens=74, prompt_tokens=483, total_tokens=557)
CompletionUsage(completion_tokens=78, prompt_tokens=436, total_tokens=514)
CompletionUsage(completion_tokens=41, prompt_tokens=471, total_tokens=512)
CompletionUsage(completion_tokens=88, prompt_tokens=483, total_tokens=571)
CompletionUsage(completion_tokens=75, prompt_tokens=482, total_tokens=557)
CompletionUsage(completion_tokens=83, prompt_tokens=473, total_tokens=556)
CompletionUsage(completion_tokens=87, prompt_tokens=462, total_tokens=549)
CompletionUsage(completion_tokens=80, prompt_tokens=436, total_tokens=516)
CompletionUsage(completion_tokens=389, prompt_tokens=417, total_tokens=806)
CompletionUsage(completion_tokens=5, prompt_tokens=1018, total_tokens=1023)
CompletionUsage(completion_tokens=61, prompt_tokens=467, total_tokens=528)
CompletionUsage(completion_tokens=134, prompt_tokens=500, total_tokens=634)
CompletionUsage(completion_tokens=225, prompt_tokens=484, total_tokens=709)
CompletionUsage(completion_tokens=140, prompt_tokens=437, total_tokens=577)
CompletionUsage(completion_tokens=69, prompt_tokens=472, total_tokens=541)
CompletionUsage(completion_tokens=88, prompt_tokens=484, total_tokens=572)
CompletionUsage(completion_tokens=99, prompt_tokens=483, total_tokens=582)
CompletionUsage(completion_tokens=5, prompt_tokens=474, total_tokens=479)
CompletionUsage(completion_tokens=113, prompt_tokens=463, total_tokens=576)
CompletionUsage(completion_tokens=72, prompt_tokens=437, total_tokens=509)
CompletionUsage(completion_tokens=293, prompt_tokens=418, total_tokens=711)
CompletionUsage(completion_tokens=5, prompt_tokens=1019, total_tokens=1024)
CompletionUsage(completion_tokens=95, prompt_tokens=278, total_tokens=373)
CompletionUsage(completion_tokens=79, prompt_tokens=287, total_tokens=366)
CompletionUsage(completion_tokens=100, prompt_tokens=264, total_tokens=364)
CompletionUsage(completion_tokens=108, prompt_tokens=250, total_tokens=358)
CompletionUsage(completion_tokens=131, prompt_tokens=353, total_tokens=484)
CompletionUsage(completion_tokens=73, prompt_tokens=269, total_tokens=342)
CompletionUsage(completion_tokens=69, prompt_tokens=278, total_tokens=347)
CompletionUsage(completion_tokens=64, prompt_tokens=255, total_tokens=319)
CompletionUsage(completion_tokens=173, prompt_tokens=241, total_tokens=414)
CompletionUsage(completion_tokens=5, prompt_tokens=344, total_tokens=349)
CompletionUsage(completion_tokens=72, prompt_tokens=270, total_tokens=342)
CompletionUsage(completion_tokens=5, prompt_tokens=279, total_tokens=284)
CompletionUsage(completion_tokens=76, prompt_tokens=256, total_tokens=332)
CompletionUsage(completion_tokens=186, prompt_tokens=242, total_tokens=428)
CompletionUsage(completion_tokens=5, prompt_tokens=345, total_tokens=350)
CompletionUsage(completion_tokens=98, prompt_tokens=382, total_tokens=480)
CompletionUsage(completion_tokens=201, prompt_tokens=388, total_tokens=589)
CompletionUsage(completion_tokens=103, prompt_tokens=408, total_tokens=511)
CompletionUsage(completion_tokens=105, prompt_tokens=395, total_tokens=500)
CompletionUsage(completion_tokens=115, prompt_tokens=371, total_tokens=486)
CompletionUsage(completion_tokens=204, prompt_tokens=348, total_tokens=552)
CompletionUsage(completion_tokens=128, prompt_tokens=592, total_tokens=720)
CompletionUsage(completion_tokens=74, prompt_tokens=373, total_tokens=447)
CompletionUsage(completion_tokens=68, prompt_tokens=379, total_tokens=447)
CompletionUsage(completion_tokens=71, prompt_tokens=399, total_tokens=470)
CompletionUsage(completion_tokens=62, prompt_tokens=386, total_tokens=448)
CompletionUsage(completion_tokens=61, prompt_tokens=362, total_tokens=423)
CompletionUsage(completion_tokens=240, prompt_tokens=339, total_tokens=579)
CompletionUsage(completion_tokens=95, prompt_tokens=583, total_tokens=678)
CompletionUsage(completion_tokens=108, prompt_tokens=374, total_tokens=482)
CompletionUsage(completion_tokens=130, prompt_tokens=380, total_tokens=510)
CompletionUsage(completion_tokens=79, prompt_tokens=400, total_tokens=479)
CompletionUsage(completion_tokens=112, prompt_tokens=387, total_tokens=499)
CompletionUsage(completion_tokens=5, prompt_tokens=363, total_tokens=368)
CompletionUsage(completion_tokens=229, prompt_tokens=340, total_tokens=569)
CompletionUsage(completion_tokens=5, prompt_tokens=584, total_tokens=589)
CompletionUsage(completion_tokens=82, prompt_tokens=454, total_tokens=536)
CompletionUsage(completion_tokens=56, prompt_tokens=492, total_tokens=548)
CompletionUsage(completion_tokens=62, prompt_tokens=513, total_tokens=575)
CompletionUsage(completion_tokens=90, prompt_tokens=465, total_tokens=555)
CompletionUsage(completion_tokens=105, prompt_tokens=473, total_tokens=578)
CompletionUsage(completion_tokens=132, prompt_tokens=484, total_tokens=616)
CompletionUsage(completion_tokens=92, prompt_tokens=476, total_tokens=568)
CompletionUsage(completion_tokens=133, prompt_tokens=434, total_tokens=567)
CompletionUsage(completion_tokens=114, prompt_tokens=807, total_tokens=921)
CompletionUsage(completion_tokens=70, prompt_tokens=445, total_tokens=515)
CompletionUsage(completion_tokens=62, prompt_tokens=483, total_tokens=545)
CompletionUsage(completion_tokens=80, prompt_tokens=504, total_tokens=584)
CompletionUsage(completion_tokens=105, prompt_tokens=456, total_tokens=561)
CompletionUsage(completion_tokens=68, prompt_tokens=464, total_tokens=532)
CompletionUsage(completion_tokens=77, prompt_tokens=475, total_tokens=552)
CompletionUsage(completion_tokens=76, prompt_tokens=467, total_tokens=543)
CompletionUsage(completion_tokens=78, prompt_tokens=425, total_tokens=503)
CompletionUsage(completion_tokens=5, prompt_tokens=798, total_tokens=803)
CompletionUsage(completion_tokens=144, prompt_tokens=446, total_tokens=590)
CompletionUsage(completion_tokens=5, prompt_tokens=484, total_tokens=489)
CompletionUsage(completion_tokens=90, prompt_tokens=505, total_tokens=595)
CompletionUsage(completion_tokens=155, prompt_tokens=457, total_tokens=612)
CompletionUsage(completion_tokens=5, prompt_tokens=465, total_tokens=470)
CompletionUsage(completion_tokens=5, prompt_tokens=476, total_tokens=481)
CompletionUsage(completion_tokens=77, prompt_tokens=468, total_tokens=545)
CompletionUsage(completion_tokens=418, prompt_tokens=426, total_tokens=844)
CompletionUsage(completion_tokens=5, prompt_tokens=799, total_tokens=804)
CompletionUsage(completion_tokens=101, prompt_tokens=289, total_tokens=390)
CompletionUsage(completion_tokens=83, prompt_tokens=288, total_tokens=371)
CompletionUsage(completion_tokens=96, prompt_tokens=285, total_tokens=381)
CompletionUsage(completion_tokens=55, prompt_tokens=282, total_tokens=337)
CompletionUsage(completion_tokens=132, prompt_tokens=255, total_tokens=387)
CompletionUsage(completion_tokens=113, prompt_tokens=411, total_tokens=524)
CompletionUsage(completion_tokens=62, prompt_tokens=280, total_tokens=342)
CompletionUsage(completion_tokens=96, prompt_tokens=279, total_tokens=375)
CompletionUsage(completion_tokens=70, prompt_tokens=276, total_tokens=346)
CompletionUsage(completion_tokens=76, prompt_tokens=273, total_tokens=349)
CompletionUsage(completion_tokens=241, prompt_tokens=246, total_tokens=487)
CompletionUsage(completion_tokens=64, prompt_tokens=402, total_tokens=466)
CompletionUsage(completion_tokens=74, prompt_tokens=281, total_tokens=355)
CompletionUsage(completion_tokens=92, prompt_tokens=280, total_tokens=372)
CompletionUsage(completion_tokens=115, prompt_tokens=277, total_tokens=392)
CompletionUsage(completion_tokens=126, prompt_tokens=274, total_tokens=400)
CompletionUsage(completion_tokens=226, prompt_tokens=247, total_tokens=473)
CompletionUsage(completion_tokens=5, prompt_tokens=403, total_tokens=408)
CompletionUsage(completion_tokens=110, prompt_tokens=456, total_tokens=566)
CompletionUsage(completion_tokens=122, prompt_tokens=449, total_tokens=571)
CompletionUsage(completion_tokens=104, prompt_tokens=472, total_tokens=576)
CompletionUsage(completion_tokens=97, prompt_tokens=461, total_tokens=558)
CompletionUsage(completion_tokens=68, prompt_tokens=433, total_tokens=501)
CompletionUsage(completion_tokens=306, prompt_tokens=414, total_tokens=720)
CompletionUsage(completion_tokens=89, prompt_tokens=655, total_tokens=744)
CompletionUsage(completion_tokens=74, prompt_tokens=447, total_tokens=521)
CompletionUsage(completion_tokens=76, prompt_tokens=440, total_tokens=516)
CompletionUsage(completion_tokens=64, prompt_tokens=463, total_tokens=527)
CompletionUsage(completion_tokens=92, prompt_tokens=452, total_tokens=544)
CompletionUsage(completion_tokens=72, prompt_tokens=424, total_tokens=496)
CompletionUsage(completion_tokens=81, prompt_tokens=405, total_tokens=486)
CompletionUsage(completion_tokens=5, prompt_tokens=646, total_tokens=651)
CompletionUsage(completion_tokens=75, prompt_tokens=448, total_tokens=523)
CompletionUsage(completion_tokens=5, prompt_tokens=441, total_tokens=446)
CompletionUsage(completion_tokens=97, prompt_tokens=464, total_tokens=561)
CompletionUsage(completion_tokens=5, prompt_tokens=453, total_tokens=458)
CompletionUsage(completion_tokens=64, prompt_tokens=425, total_tokens=489)
CompletionUsage(completion_tokens=252, prompt_tokens=406, total_tokens=658)
CompletionUsage(completion_tokens=5, prompt_tokens=647, total_tokens=652)
CompletionUsage(completion_tokens=81, prompt_tokens=275, total_tokens=356)
CompletionUsage(completion_tokens=101, prompt_tokens=296, total_tokens=397)
CompletionUsage(completion_tokens=63, prompt_tokens=264, total_tokens=327)
CompletionUsage(completion_tokens=74, prompt_tokens=264, total_tokens=338)
CompletionUsage(completion_tokens=130, prompt_tokens=247, total_tokens=377)
CompletionUsage(completion_tokens=93, prompt_tokens=390, total_tokens=483)
CompletionUsage(completion_tokens=52, prompt_tokens=266, total_tokens=318)
CompletionUsage(completion_tokens=73, prompt_tokens=287, total_tokens=360)
CompletionUsage(completion_tokens=73, prompt_tokens=255, total_tokens=328)
CompletionUsage(completion_tokens=89, prompt_tokens=255, total_tokens=344)
CompletionUsage(completion_tokens=103, prompt_tokens=238, total_tokens=341)
CompletionUsage(completion_tokens=80, prompt_tokens=381, total_tokens=461)
CompletionUsage(completion_tokens=68, prompt_tokens=267, total_tokens=335)
CompletionUsage(completion_tokens=120, prompt_tokens=288, total_tokens=408)
CompletionUsage(completion_tokens=82, prompt_tokens=256, total_tokens=338)
CompletionUsage(completion_tokens=68, prompt_tokens=256, total_tokens=324)
CompletionUsage(completion_tokens=144, prompt_tokens=239, total_tokens=383)
CompletionUsage(completion_tokens=5, prompt_tokens=382, total_tokens=387)
CompletionUsage(completion_tokens=71, prompt_tokens=416, total_tokens=487)
CompletionUsage(completion_tokens=131, prompt_tokens=400, total_tokens=531)
CompletionUsage(completion_tokens=90, prompt_tokens=407, total_tokens=497)
CompletionUsage(completion_tokens=151, prompt_tokens=431, total_tokens=582)
CompletionUsage(completion_tokens=110, prompt_tokens=372, total_tokens=482)
CompletionUsage(completion_tokens=112, prompt_tokens=405, total_tokens=517)
CompletionUsage(completion_tokens=100, prompt_tokens=376, total_tokens=476)
CompletionUsage(completion_tokens=375, prompt_tokens=358, total_tokens=733)
CompletionUsage(completion_tokens=109, prompt_tokens=715, total_tokens=824)
CompletionUsage(completion_tokens=63, prompt_tokens=407, total_tokens=470)
CompletionUsage(completion_tokens=148, prompt_tokens=391, total_tokens=539)
CompletionUsage(completion_tokens=83, prompt_tokens=398, total_tokens=481)
CompletionUsage(completion_tokens=76, prompt_tokens=422, total_tokens=498)
CompletionUsage(completion_tokens=86, prompt_tokens=363, total_tokens=449)
CompletionUsage(completion_tokens=65, prompt_tokens=396, total_tokens=461)
CompletionUsage(completion_tokens=39, prompt_tokens=367, total_tokens=406)
CompletionUsage(completion_tokens=209, prompt_tokens=349, total_tokens=558)
CompletionUsage(completion_tokens=5, prompt_tokens=706, total_tokens=711)
CompletionUsage(completion_tokens=97, prompt_tokens=408, total_tokens=505)
CompletionUsage(completion_tokens=5, prompt_tokens=392, total_tokens=397)
CompletionUsage(completion_tokens=78, prompt_tokens=399, total_tokens=477)
CompletionUsage(completion_tokens=110, prompt_tokens=423, total_tokens=533)
CompletionUsage(completion_tokens=90, prompt_tokens=364, total_tokens=454)
CompletionUsage(completion_tokens=86, prompt_tokens=397, total_tokens=483)
CompletionUsage(completion_tokens=84, prompt_tokens=368, total_tokens=452)
CompletionUsage(completion_tokens=359, prompt_tokens=350, total_tokens=709)
CompletionUsage(completion_tokens=5, prompt_tokens=707, total_tokens=712)
CompletionUsage(completion_tokens=83, prompt_tokens=365, total_tokens=448)
CompletionUsage(completion_tokens=104, prompt_tokens=398, total_tokens=502)
CompletionUsage(completion_tokens=130, prompt_tokens=369, total_tokens=499)
CompletionUsage(completion_tokens=91, prompt_tokens=375, total_tokens=466)
